laufnummer,site,sample,taxon,family,taxon_lowest,size,author
97,Tegel,Control_aquatic,Trichoptera,Rhyacophilidae,Rhyacophilidae,6,Patrick Hofmann
97,Tegel,Control_aquatic,Trichoptera,Rhyacophilidae,Rhyacophilidae,19,Patrick Hofmann
97,Tegel,Control_aquatic,Trichoptera,Hydropsychidae,Hydropsychidae,15,Patrick Hofmann
97,Tegel,Control_aquatic,Trichoptera,Sericostomatidae,Sericostomatidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Trichoptera,Goeridae,Goeridae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,6,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,6,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Ephemerellidae,Ephemerellidae,6,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Ephemeroptera,Baetidae,Baetidae,6,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,6,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,7,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,7,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,6,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,7,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Simuliidae,Simuliidae,7,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Chironomidae,Chironomidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,1,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Amphipoda,Gammaridae,Gammaridae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Psychodidae,Psychodidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Psychodidae,Psychodidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Psychodidae,Psychodidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Diptera,Psychodidae,Psychodidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Arachnida,Hydracarina,Hydracarina,1,Patrick Hofmann
97,Tegel,Control_aquatic,Oligochaeta,NA,Oligochaeta,2,Patrick Hofmann
97,Tegel,Control_aquatic,Oligochaeta,NA,Oligochaeta,2,Patrick Hofmann
97,Tegel,Control_aquatic,Oligochaeta,NA,Oligochaeta,5,Patrick Hofmann
97,Tegel,Control_aquatic,Oligochaeta,NA,Oligochaeta,5,Patrick Hofmann
97,Tegel,Control_aquatic,Oligochaeta,NA,Oligochaeta,7,Patrick Hofmann
97,Tegel,Control_aquatic,Oligochaeta,NA,Oligochaeta,9,Patrick Hofmann
97,Tegel,Control_aquatic,Oligochaeta,NA,Oligochaeta,10,Patrick Hofmann
97,Tegel,Control_aquatic,Oligochaeta,NA,Oligochaeta,11,Patrick Hofmann
97,Tegel,Control_aquatic,Oligochaeta,NA,Oligochaeta,11,Patrick Hofmann
97,Tegel,Control_aquatic,Oligochaeta,NA,Oligochaeta,24,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,1,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,1,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,1,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,1,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,3,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,4,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Gastropoda,Hydrobiidae,Hydrobiidae,5,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
97,Tegel,Control_aquatic,Coleoptera,Elmidae,Elmidae,2,Patrick Hofmann
